Image_File_Path,Breed,Label,Split
data\dog images\Pug\image_404.jpg,Pug,2,train
data\dog images\Rottweiler\image_473.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_372.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_87.jpg,Rottweiler,3,train
data\dog images\Pug\image_215.jpg,Pug,2,train
data\dog images\Dalmatian\image_202.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_379.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_118.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_369.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_239.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_187.jpg,Dalmatian,0,train
data\dog images\Pug\image_198.jpg,Pug,2,train
data\dog images\Pug\image_111.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_61.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_5.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_24.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_51.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_489.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_18.jpg,Rottweiler,3,train
data\dog images\Pug\image_72.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_403.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_91.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_196.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_357.jpg,Dalmatian,0,train
data\dog images\Pug\image_19.jpg,Pug,2,train
data\dog images\Dalmatian\image_240.jpg,Dalmatian,0,train
data\dog images\Pug\image_30.jpg,Pug,2,train
data\dog images\Pug\image_338.jpg,Pug,2,train
data\dog images\Rottweiler\image_407.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_93.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_400.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_130.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_32.jpg,Dalmatian,0,train
data\dog images\Rottweiler\image_355.jpg,Rottweiler,3,train
data\dog images\Dalmatian\image_45.jpg,Dalmatian,0,train
data\dog images\Dalmatian\image_438.jpg,Dalmatian,0,train
data\dog images\Pug\image_284.jpg,Pug,2,train
data\dog images\Rottweiler\image_186.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_363.jpg,Golden Retriever,1,train
data\dog images\Golden_Retriever\image_73.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_255.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_436.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_257.jpg,Dalmatian,0,train
data\dog images\Golden_Retriever\image_150.jpg,Golden Retriever,1,train
data\dog images\Pug\image_56.jpg,Pug,2,train
data\dog images\Pug\image_132.jpg,Pug,2,train
data\dog images\Pug\image_473.jpg,Pug,2,train
data\dog images\Pug\image_433.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_474.jpg,Golden Retriever,1,train
data\dog images\Rottweiler\image_188.jpg,Rottweiler,3,train
data\dog images\Rottweiler\image_44.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_79.jpg,Golden Retriever,1,train
data\dog images\Dalmatian\image_18.jpg,Dalmatian,0,train
data\dog images\Pug\image_325.jpg,Pug,2,train
data\dog images\Rottweiler\image_166.jpg,Rottweiler,3,train
data\dog images\Golden_Retriever\image_256.jpg,Golden Retriever,1,train
data\dog images\Pug\image_271.jpg,Pug,2,train
data\dog images\Pug\image_45.jpg,Pug,2,train
data\dog images\Golden_Retriever\image_440.jpg,Golden Retriever,1,train
data\dog images\Pug\image_191.jpg,Pug,2,val
data\dog images\Dalmatian\image_104.jpg,Dalmatian,0,val
data\dog images\Rottweiler\image_453.jpg,Rottweiler,3,val
data\dog images\Rottweiler\image_281.jpg,Rottweiler,3,val
data\dog images\Rottweiler\image_75.jpg,Rottweiler,3,val
data\dog images\Pug\image_256.jpg,Pug,2,val
data\dog images\Pug\image_135.jpg,Pug,2,val
data\dog images\Pug\image_26.jpg,Pug,2,val
data\dog images\Rottweiler\image_9.jpg,Rottweiler,3,val
data\dog images\Dalmatian\image_341.jpg,Dalmatian,0,val
data\dog images\Rottweiler\image_81.jpg,Rottweiler,3,val
data\dog images\Dalmatian\image_85.jpg,Dalmatian,0,val
data\dog images\Golden_Retriever\image_265.jpg,Golden Retriever,1,val
data\dog images\Dalmatian\image_180.jpg,Dalmatian,0,val
data\dog images\Golden_Retriever\image_487.jpg,Golden Retriever,1,val
data\dog images\Pug\image_344.jpg,Pug,2,val
data\dog images\Golden_Retriever\image_24.jpg,Golden Retriever,1,val
data\dog images\Golden_Retriever\image_387.jpg,Golden Retriever,1,val
data\dog images\Pug\image_55.jpg,Pug,2,val
data\dog images\Dalmatian\image_183.jpg,Dalmatian,0,val
data\dog images\Golden_Retriever\image_88.jpg,Golden Retriever,1,val
data\dog images\Rottweiler\image_445.jpg,Rottweiler,3,val
data\dog images\Pug\image_339.jpg,Pug,2,val
data\dog images\Dalmatian\image_422.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_305.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_96.jpg,Dalmatian,0,val
data\dog images\Golden_Retriever\image_334.jpg,Golden Retriever,1,val
data\dog images\Golden_Retriever\image_287.jpg,Golden Retriever,1,val
data\dog images\Pug\image_219.jpg,Pug,2,val
data\dog images\Pug\image_228.jpg,Pug,2,val
data\dog images\Golden_Retriever\image_283.jpg,Golden Retriever,1,val
data\dog images\Dalmatian\image_126.jpg,Dalmatian,0,val
data\dog images\Pug\image_497.jpg,Pug,2,val
data\dog images\Golden_Retriever\image_478.jpg,Golden Retriever,1,val
data\dog images\Pug\image_238.jpg,Pug,2,val
data\dog images\Golden_Retriever\image_167.jpg,Golden Retriever,1,val
data\dog images\Pug\image_450.jpg,Pug,2,val
data\dog images\Rottweiler\image_99.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_166.jpg,Golden Retriever,1,val
data\dog images\Pug\image_458.jpg,Pug,2,val
data\dog images\Dalmatian\image_12.jpg,Dalmatian,0,val
data\dog images\Golden_Retriever\image_276.jpg,Golden Retriever,1,val
data\dog images\Dalmatian\image_280.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_13.jpg,Dalmatian,0,val
data\dog images\Golden_Retriever\image_322.jpg,Golden Retriever,1,val
data\dog images\Pug\image_131.jpg,Pug,2,val
data\dog images\Pug\image_222.jpg,Pug,2,val
data\dog images\Rottweiler\image_110.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_344.jpg,Golden Retriever,1,val
data\dog images\Golden_Retriever\image_111.jpg,Golden Retriever,1,val
data\dog images\Dalmatian\image_78.jpg,Dalmatian,0,val
data\dog images\Rottweiler\image_133.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_19.jpg,Golden Retriever,1,val
data\dog images\Rottweiler\image_40.jpg,Rottweiler,3,val
data\dog images\Dalmatian\image_279.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_419.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_390.jpg,Dalmatian,0,val
data\dog images\Golden_Retriever\image_118.jpg,Golden Retriever,1,val
data\dog images\Golden_Retriever\image_295.jpg,Golden Retriever,1,val
data\dog images\Dalmatian\image_435.jpg,Dalmatian,0,val
data\dog images\Pug\image_311.jpg,Pug,2,val
data\dog images\Rottweiler\image_331.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_358.jpg,Golden Retriever,1,val
data\dog images\Pug\image_326.jpg,Pug,2,val
data\dog images\Rottweiler\image_121.jpg,Rottweiler,3,val
data\dog images\Pug\image_498.jpg,Pug,2,val
data\dog images\Rottweiler\image_134.jpg,Rottweiler,3,val
data\dog images\Pug\image_33.jpg,Pug,2,val
data\dog images\Golden_Retriever\image_235.jpg,Golden Retriever,1,val
data\dog images\Rottweiler\image_84.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_271.jpg,Golden Retriever,1,val
data\dog images\Dalmatian\image_424.jpg,Dalmatian,0,val
data\dog images\Pug\image_247.jpg,Pug,2,val
data\dog images\Rottweiler\image_74.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_125.jpg,Golden Retriever,1,val
data\dog images\Dalmatian\image_276.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_301.jpg,Dalmatian,0,val
data\dog images\Rottweiler\image_97.jpg,Rottweiler,3,val
data\dog images\Pug\image_460.jpg,Pug,2,val
data\dog images\Pug\image_252.jpg,Pug,2,val
data\dog images\Pug\image_81.jpg,Pug,2,val
data\dog images\Golden_Retriever\image_320.jpg,Golden Retriever,1,val
data\dog images\Pug\image_415.jpg,Pug,2,val
data\dog images\Golden_Retriever\image_299.jpg,Golden Retriever,1,val
data\dog images\Dalmatian\image_324.jpg,Dalmatian,0,val
data\dog images\Golden_Retriever\image_261.jpg,Golden Retriever,1,val
data\dog images\Pug\image_500.jpg,Pug,2,val
data\dog images\Dalmatian\image_29.jpg,Dalmatian,0,val
data\dog images\Rottweiler\image_276.jpg,Rottweiler,3,val
data\dog images\Pug\image_269.jpg,Pug,2,val
data\dog images\Pug\image_176.jpg,Pug,2,val
data\dog images\Pug\image_493.jpg,Pug,2,val
data\dog images\Dalmatian\image_458.jpg,Dalmatian,0,val
data\dog images\Rottweiler\image_362.jpg,Rottweiler,3,val
data\dog images\Rottweiler\image_25.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_496.jpg,Golden Retriever,1,val
data\dog images\Golden_Retriever\image_329.jpg,Golden Retriever,1,val
data\dog images\Pug\image_147.jpg,Pug,2,val
data\dog images\Rottweiler\image_402.jpg,Rottweiler,3,val
data\dog images\Dalmatian\image_407.jpg,Dalmatian,0,val
data\dog images\Rottweiler\image_102.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_382.jpg,Golden Retriever,1,val
data\dog images\Rottweiler\image_265.jpg,Rottweiler,3,val
data\dog images\Dalmatian\image_118.jpg,Dalmatian,0,val
data\dog images\Rottweiler\image_431.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_491.jpg,Golden Retriever,1,val
data\dog images\Rottweiler\image_144.jpg,Rottweiler,3,val
data\dog images\Pug\image_409.jpg,Pug,2,val
data\dog images\Dalmatian\image_342.jpg,Dalmatian,0,val
data\dog images\Pug\image_365.jpg,Pug,2,val
data\dog images\Dalmatian\image_296.jpg,Dalmatian,0,val
data\dog images\Golden_Retriever\image_124.jpg,Golden Retriever,1,val
data\dog images\Dalmatian\image_83.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_245.jpg,Dalmatian,0,val
data\dog images\Pug\image_152.jpg,Pug,2,val
data\dog images\Rottweiler\image_5.jpg,Rottweiler,3,val
data\dog images\Rottweiler\image_303.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_9.jpg,Golden Retriever,1,val
data\dog images\Rottweiler\image_357.jpg,Rottweiler,3,val
data\dog images\Pug\image_380.jpg,Pug,2,val
data\dog images\Rottweiler\image_101.jpg,Rottweiler,3,val
data\dog images\Dalmatian\image_65.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_184.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_220.jpg,Dalmatian,0,val
data\dog images\Pug\image_154.jpg,Pug,2,val
data\dog images\Pug\image_387.jpg,Pug,2,val
data\dog images\Dalmatian\image_412.jpg,Dalmatian,0,val
data\dog images\Rottweiler\image_346.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_186.jpg,Golden Retriever,1,val
data\dog images\Golden_Retriever\image_328.jpg,Golden Retriever,1,val
data\dog images\Pug\image_32.jpg,Pug,2,val
data\dog images\Rottweiler\image_80.jpg,Rottweiler,3,val
data\dog images\Pug\image_149.jpg,Pug,2,val
data\dog images\Golden_Retriever\image_431.jpg,Golden Retriever,1,val
data\dog images\Dalmatian\image_204.jpg,Dalmatian,0,val
data\dog images\Golden_Retriever\image_112.jpg,Golden Retriever,1,val
data\dog images\Golden_Retriever\image_459.jpg,Golden Retriever,1,val
data\dog images\Rottweiler\image_235.jpg,Rottweiler,3,val
data\dog images\Dalmatian\image_182.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_234.jpg,Dalmatian,0,val
data\dog images\Rottweiler\image_88.jpg,Rottweiler,3,val
data\dog images\Rottweiler\image_70.jpg,Rottweiler,3,val
data\dog images\Pug\image_481.jpg,Pug,2,val
data\dog images\Golden_Retriever\image_341.jpg,Golden Retriever,1,val
data\dog images\Golden_Retriever\image_182.jpg,Golden Retriever,1,val
data\dog images\Rottweiler\image_23.jpg,Rottweiler,3,val
data\dog images\Dalmatian\image_348.jpg,Dalmatian,0,val
data\dog images\Pug\image_413.jpg,Pug,2,val
data\dog images\Dalmatian\image_486.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_308.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_333.jpg,Dalmatian,0,val
data\dog images\Golden_Retriever\image_202.jpg,Golden Retriever,1,val
data\dog images\Golden_Retriever\image_371.jpg,Golden Retriever,1,val
data\dog images\Pug\image_104.jpg,Pug,2,val
data\dog images\Dalmatian\image_25.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_339.jpg,Dalmatian,0,val
data\dog images\Rottweiler\image_163.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_290.jpg,Golden Retriever,1,val
data\dog images\Pug\image_480.jpg,Pug,2,val
data\dog images\Dalmatian\image_3.jpg,Dalmatian,0,val
data\dog images\Pug\image_474.jpg,Pug,2,val
data\dog images\Golden_Retriever\image_221.jpg,Golden Retriever,1,val
data\dog images\Rottweiler\image_47.jpg,Rottweiler,3,val
data\dog images\Dalmatian\image_423.jpg,Dalmatian,0,val
data\dog images\Golden_Retriever\image_38.jpg,Golden Retriever,1,val
data\dog images\Rottweiler\image_209.jpg,Rottweiler,3,val
data\dog images\Dalmatian\image_470.jpg,Dalmatian,0,val
data\dog images\Pug\image_181.jpg,Pug,2,val
data\dog images\Dalmatian\image_359.jpg,Dalmatian,0,val
data\dog images\Golden_Retriever\image_498.jpg,Golden Retriever,1,val
data\dog images\Golden_Retriever\image_448.jpg,Golden Retriever,1,val
data\dog images\Rottweiler\image_341.jpg,Rottweiler,3,val
data\dog images\Rottweiler\image_283.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_40.jpg,Golden Retriever,1,val
data\dog images\Dalmatian\image_52.jpg,Dalmatian,0,val
data\dog images\Pug\image_171.jpg,Pug,2,val
data\dog images\Dalmatian\image_120.jpg,Dalmatian,0,val
data\dog images\Pug\image_31.jpg,Pug,2,val
data\dog images\Dalmatian\image_194.jpg,Dalmatian,0,val
data\dog images\Rottweiler\image_448.jpg,Rottweiler,3,val
data\dog images\Rottweiler\image_282.jpg,Rottweiler,3,val
data\dog images\Rottweiler\image_459.jpg,Rottweiler,3,val
data\dog images\Dalmatian\image_381.jpg,Dalmatian,0,val
data\dog images\Golden_Retriever\image_490.jpg,Golden Retriever,1,val
data\dog images\Rottweiler\image_208.jpg,Rottweiler,3,val
data\dog images\Dalmatian\image_125.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_469.jpg,Dalmatian,0,val
data\dog images\Pug\image_46.jpg,Pug,2,val
data\dog images\Dalmatian\image_297.jpg,Dalmatian,0,val
data\dog images\Pug\image_425.jpg,Pug,2,val
data\dog images\Golden_Retriever\image_191.jpg,Golden Retriever,1,val
data\dog images\Pug\image_159.jpg,Pug,2,val
data\dog images\Dalmatian\image_399.jpg,Dalmatian,0,val
data\dog images\Golden_Retriever\image_89.jpg,Golden Retriever,1,val
data\dog images\Golden_Retriever\image_110.jpg,Golden Retriever,1,val
data\dog images\Golden_Retriever\image_107.jpg,Golden Retriever,1,val
data\dog images\Pug\image_59.jpg,Pug,2,val
data\dog images\Rottweiler\image_76.jpg,Rottweiler,3,val
data\dog images\Rottweiler\image_411.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_457.jpg,Golden Retriever,1,val
data\dog images\Pug\image_61.jpg,Pug,2,val
data\dog images\Pug\image_39.jpg,Pug,2,val
data\dog images\Rottweiler\image_176.jpg,Rottweiler,3,val
data\dog images\Dalmatian\image_9.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_292.jpg,Dalmatian,0,val
data\dog images\Rottweiler\image_405.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_462.jpg,Golden Retriever,1,val
data\dog images\Pug\image_67.jpg,Pug,2,val
data\dog images\Golden_Retriever\image_415.jpg,Golden Retriever,1,val
data\dog images\Pug\image_102.jpg,Pug,2,val
data\dog images\Pug\image_5.jpg,Pug,2,val
data\dog images\Rottweiler\image_348.jpg,Rottweiler,3,val
data\dog images\Dalmatian\image_160.jpg,Dalmatian,0,val
data\dog images\Pug\image_393.jpg,Pug,2,val
data\dog images\Dalmatian\image_191.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_287.jpg,Dalmatian,0,val
data\dog images\Rottweiler\image_366.jpg,Rottweiler,3,val
data\dog images\Pug\image_465.jpg,Pug,2,val
data\dog images\Golden_Retriever\image_29.jpg,Golden Retriever,1,val
data\dog images\Dalmatian\image_2.jpg,Dalmatian,0,val
data\dog images\Pug\image_184.jpg,Pug,2,val
data\dog images\Dalmatian\image_58.jpg,Dalmatian,0,val
data\dog images\Pug\image_435.jpg,Pug,2,val
data\dog images\Rottweiler\image_452.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_165.jpg,Golden Retriever,1,val
data\dog images\Golden_Retriever\image_446.jpg,Golden Retriever,1,val
data\dog images\Golden_Retriever\image_201.jpg,Golden Retriever,1,val
data\dog images\Pug\image_3.jpg,Pug,2,val
data\dog images\Golden_Retriever\image_483.jpg,Golden Retriever,1,val
data\dog images\Rottweiler\image_192.jpg,Rottweiler,3,val
data\dog images\Rottweiler\image_375.jpg,Rottweiler,3,val
data\dog images\Pug\image_48.jpg,Pug,2,val
data\dog images\Rottweiler\image_254.jpg,Rottweiler,3,val
data\dog images\Rottweiler\image_120.jpg,Rottweiler,3,val
data\dog images\Rottweiler\image_277.jpg,Rottweiler,3,val
data\dog images\Pug\image_472.jpg,Pug,2,val
data\dog images\Rottweiler\image_54.jpg,Rottweiler,3,val
data\dog images\Pug\image_476.jpg,Pug,2,val
data\dog images\Pug\image_350.jpg,Pug,2,val
data\dog images\Dalmatian\image_432.jpg,Dalmatian,0,val
data\dog images\Pug\image_353.jpg,Pug,2,val
data\dog images\Golden_Retriever\image_480.jpg,Golden Retriever,1,val
data\dog images\Golden_Retriever\image_326.jpg,Golden Retriever,1,val
data\dog images\Golden_Retriever\image_67.jpg,Golden Retriever,1,val
data\dog images\Rottweiler\image_383.jpg,Rottweiler,3,val
data\dog images\Rottweiler\image_38.jpg,Rottweiler,3,val
data\dog images\Pug\image_308.jpg,Pug,2,val
data\dog images\Pug\image_105.jpg,Pug,2,val
data\dog images\Rottweiler\image_111.jpg,Rottweiler,3,val
data\dog images\Pug\image_126.jpg,Pug,2,val
data\dog images\Golden_Retriever\image_400.jpg,Golden Retriever,1,val
data\dog images\Pug\image_381.jpg,Pug,2,val
data\dog images\Golden_Retriever\image_225.jpg,Golden Retriever,1,val
data\dog images\Pug\image_483.jpg,Pug,2,val
data\dog images\Dalmatian\image_490.jpg,Dalmatian,0,val
data\dog images\Pug\image_34.jpg,Pug,2,val
data\dog images\Rottweiler\image_360.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_333.jpg,Golden Retriever,1,val
data\dog images\Rottweiler\image_339.jpg,Rottweiler,3,val
data\dog images\Rottweiler\image_469.jpg,Rottweiler,3,val
data\dog images\Rottweiler\image_152.jpg,Rottweiler,3,val
data\dog images\Dalmatian\image_466.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_451.jpg,Dalmatian,0,val
data\dog images\Golden_Retriever\image_460.jpg,Golden Retriever,1,val
data\dog images\Pug\image_283.jpg,Pug,2,val
data\dog images\Dalmatian\image_19.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_494.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_10.jpg,Dalmatian,0,val
data\dog images\Golden_Retriever\image_142.jpg,Golden Retriever,1,val
data\dog images\Golden_Retriever\image_292.jpg,Golden Retriever,1,val
data\dog images\Rottweiler\image_214.jpg,Rottweiler,3,val
data\dog images\Rottweiler\image_41.jpg,Rottweiler,3,val
data\dog images\Dalmatian\image_23.jpg,Dalmatian,0,val
data\dog images\Rottweiler\image_95.jpg,Rottweiler,3,val
data\dog images\Pug\image_245.jpg,Pug,2,val
data\dog images\Dalmatian\image_426.jpg,Dalmatian,0,val
data\dog images\Rottweiler\image_151.jpg,Rottweiler,3,val
data\dog images\Dalmatian\image_488.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_176.jpg,Dalmatian,0,val
data\dog images\Dalmatian\image_371.jpg,Dalmatian,0,val
data\dog images\Rottweiler\image_13.jpg,Rottweiler,3,val
data\dog images\Rottweiler\image_441.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_347.jpg,Golden Retriever,1,val
data\dog images\Pug\image_17.jpg,Pug,2,val
data\dog images\Rottweiler\image_400.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_25.jpg,Golden Retriever,1,val
data\dog images\Dalmatian\image_230.jpg,Dalmatian,0,val
data\dog images\Rottweiler\image_485.jpg,Rottweiler,3,val
data\dog images\Pug\image_51.jpg,Pug,2,val
data\dog images\Dalmatian\image_1.jpg,Dalmatian,0,val
data\dog images\Pug\image_336.jpg,Pug,2,val
data\dog images\Golden_Retriever\image_499.jpg,Golden Retriever,1,val
data\dog images\Pug\image_345.jpg,Pug,2,val
data\dog images\Rottweiler\image_308.jpg,Rottweiler,3,val
data\dog images\Rottweiler\image_396.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_209.jpg,Golden Retriever,1,val
data\dog images\Rottweiler\image_238.jpg,Rottweiler,3,val
data\dog images\Golden_Retriever\image_104.jpg,Golden Retriever,1,val
data\dog images\Golden_Retriever\image_23.jpg,Golden Retriever,1,val
data\dog images\Golden_Retriever\image_281.jpg,Golden Retriever,1,val
data\dog images\Rottweiler\image_417.jpg,Rottweiler,3,val
data\dog images\Rottweiler\image_251.jpg,Rottweiler,3,test
data\dog images\Dalmatian\image_349.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_188.jpg,Dalmatian,0,test
data\dog images\Pug\image_1.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_75.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_471.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_323.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_454.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_302.jpg,Golden Retriever,1,test
data\dog images\Dalmatian\image_500.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_14.jpg,Dalmatian,0,test
data\dog images\Pug\image_229.jpg,Pug,2,test
data\dog images\Pug\image_459.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_192.jpg,Golden Retriever,1,test
data\dog images\Golden_Retriever\image_44.jpg,Golden Retriever,1,test
data\dog images\Pug\image_318.jpg,Pug,2,test
data\dog images\Rottweiler\image_185.jpg,Rottweiler,3,test
data\dog images\Dalmatian\image_236.jpg,Dalmatian,0,test
data\dog images\Golden_Retriever\image_115.jpg,Golden Retriever,1,test
data\dog images\Golden_Retriever\image_179.jpg,Golden Retriever,1,test
data\dog images\Dalmatian\image_360.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_331.jpg,Dalmatian,0,test
data\dog images\Pug\image_410.jpg,Pug,2,test
data\dog images\Dalmatian\image_53.jpg,Dalmatian,0,test
data\dog images\Pug\image_418.jpg,Pug,2,test
data\dog images\Dalmatian\image_474.jpg,Dalmatian,0,test
data\dog images\Rottweiler\image_272.jpg,Rottweiler,3,test
data\dog images\Dalmatian\image_107.jpg,Dalmatian,0,test
data\dog images\Rottweiler\image_470.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_424.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_380.jpg,Golden Retriever,1,test
data\dog images\Pug\image_390.jpg,Pug,2,test
data\dog images\Dalmatian\image_329.jpg,Dalmatian,0,test
data\dog images\Golden_Retriever\image_217.jpg,Golden Retriever,1,test
data\dog images\Dalmatian\image_81.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_345.jpg,Dalmatian,0,test
data\dog images\Rottweiler\image_489.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_4.jpg,Golden Retriever,1,test
data\dog images\Dalmatian\image_457.jpg,Dalmatian,0,test
data\dog images\Dalmatian\image_22.jpg,Dalmatian,0,test
data\dog images\Golden_Retriever\image_249.jpg,Golden Retriever,1,test
data\dog images\Golden_Retriever\image_376.jpg,Golden Retriever,1,test
data\dog images\Pug\image_270.jpg,Pug,2,test
data\dog images\Rottweiler\image_4.jpg,Rottweiler,3,test
data\dog images\Dalmatian\image_271.jpg,Dalmatian,0,test
data\dog images\Pug\image_161.jpg,Pug,2,test
data\dog images\Rottweiler\image_227.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_414.jpg,Rottweiler,3,test
data\dog images\Dalmatian\image_497.jpg,Dalmatian,0,test
data\dog images\Pug\image_178.jpg,Pug,2,test
data\dog images\Pug\image_76.jpg,Pug,2,test
data\dog images\Rottweiler\image_377.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_15.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_96.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_364.jpg,Rottweiler,3,test
data\dog images\Dalmatian\image_122.jpg,Dalmatian,0,test
data\dog images\Golden_Retriever\image_147.jpg,Golden Retriever,1,test
data\dog images\Golden_Retriever\image_314.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_183.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_397.jpg,Rottweiler,3,test
data\dog images\Dalmatian\image_167.jpg,Dalmatian,0,test
data\dog images\Rottweiler\image_359.jpg,Rottweiler,3,test
data\dog images\Pug\image_137.jpg,Pug,2,test
data\dog images\Dalmatian\image_59.jpg,Dalmatian,0,test
data\dog images\Golden_Retriever\image_36.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_210.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_258.jpg,Golden Retriever,1,test
data\dog images\Dalmatian\image_215.jpg,Dalmatian,0,test
data\dog images\Golden_Retriever\image_257.jpg,Golden Retriever,1,test
data\dog images\Dalmatian\image_192.jpg,Dalmatian,0,test
data\dog images\Golden_Retriever\image_163.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_3.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_450.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_65.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_33.jpg,Golden Retriever,1,test
data\dog images\Pug\image_60.jpg,Pug,2,test
data\dog images\Rottweiler\image_379.jpg,Rottweiler,3,test
data\dog images\Golden_Retriever\image_99.jpg,Golden Retriever,1,test
data\dog images\Pug\image_236.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_253.jpg,Golden Retriever,1,test
data\dog images\Rottweiler\image_177.jpg,Rottweiler,3,test
data\dog images\Pug\image_296.jpg,Pug,2,test
data\dog images\Rottweiler\image_311.jpg,Rottweiler,3,test
data\dog images\Rottweiler\image_340.jpg,Rottweiler,3,test
data\dog images\Pug\image_275.jpg,Pug,2,test
data\dog images\Golden_Retriever\image_453.jpg,Golden Retriever,1,test
